Record,Location,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,longitude,latitude
2017007381,HIGHWAY 417 btwn HWY417 IC131 RAMP53 & HWY417 IC131 RAMP51,2017,1/9/2017,6:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.82330886,45.34246373
2017007382,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35,2017,11/4/2017,18:10:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.80940891,45.34496879
2017007383,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35,2017,11/30/2017,7:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end,-75.80942259,45.34500494
2017007384,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35,2017,9/27/2017,8:35:00,01 - Clear,00 - Unknown,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.81035953,45.34479027
2017007385,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35,2017,1/31/2017,6:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.81034513,45.34477109
2017007386,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35,2017,1/4/2017,0:44:00,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.80924161,45.34501766
2017007387,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,12/13/2017,19:00:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.80584876,45.34557106
2017007388,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,11/1/2017,11:15:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.80918507,45.34524397
2017007389,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,11/22/2017,18:20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.80827953,45.34536709
2017007390,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,12/19/2017,17:33:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.80832456,45.3453278
2017007391,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,10/5/2017,7:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.80618013,45.3455657
2017007392,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,9/2/2017,4:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.80644413,45.34549624
2017007393,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,9/21/2017,18:15:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.80601375,45.34556962
2017007394,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,11/19/2017,9:35:00,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.80803186,45.34537711
2017007395,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,12/26/2017,16:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,-75.80602353,45.34555
2017007396,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,12/7/2017,6:52:00,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.80834712,45.34532388
2017007397,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,7/12/2017,9:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.80943167,45.34521428
2017007398,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,2017,4/25/2017,15:30:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.8082875,45.34537444
2017007399,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,9/20/2017,8:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.82969888,45.34146314
2017007400,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,10/11/2017,6:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end,-75.83014754,45.34128055
2017007401,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,12/14/2017,17:41:00,05 - Drifting Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.83120745,45.34115363
2017007402,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,6/20/2017,9:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.83039791,45.34130402
2017007403,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,3/3/2017,0:11:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.8283582,45.34168415
2017007404,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,2017,1/31/2017,6:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.82993983,45.34145921
2017007405,HIGHWAY 417 btwn HWY417 IC134 RAMP26 & HWY417 IC134 RAMP61,2017,7/11/2017,15:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.83956726,45.33935204
2017007406,HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25,2017,7/14/2017,12:21:00,01 - Clear,01 - Dry,10 - No control,06 - Underpass or tunnel,01 - Daylight,03 - P.D. only,99 - Other,-75.84134948,45.33823367
2017007407,HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25,2017,9/21/2017,8:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.83820144,45.33953125
2017007408,HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25,2017,10/24/2017,9:55:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.84054907,45.33852412
2017007409,HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26,2017,12/13/2017,17:15:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.84262845,45.33822698
2017007410,HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26,2017,11/10/2017,9:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.84215125,45.33835989
2017007411,HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26,2017,12/7/2017,6:50:00,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.84294735,45.33802164
2017007412,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,10/24/2017,8:30:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.84383206,45.33721925
2017007413,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,9/14/2017,9:21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.84419505,45.3370777
2017007414,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,12/14/2017,18:05:00,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.84365121,45.33732474
2017007415,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,9/30/2017,6:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,99 - Other,-75.84354197,45.33735265
2017007416,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,12/22/2017,6:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.84439051,45.33693905
2017007417,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,12/18/2017,21:40:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.8443173,45.33701755
2017007418,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,2/12/2017,19:00:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.84375752,45.33730084
2017007419,HIGHWAY 417 btwn HWY417 IC134 RAMP61 & HWY417 IC131 RAMP66,2017,7/20/2017,16:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.83277262,45.34134826
2017007420,HIGHWAY 417 btwn HWY417 IC134 RAMP61 & HWY417 IC131 RAMP66,2017,5/2/2017,7:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.82859229,45.34221292
2017007421,HIGHWAY 417 btwn HWY417 IC134 RAMP61 & HWY417 IC131 RAMP66,2017,4/2/2017,13:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.83052054,45.34178285
2017007422,HIGHWAY 417 btwn HWY417 IC134 RAMP61 & HWY417 IC131 RAMP66,2017,3/6/2017,21:50:00,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.82996016,45.34186398
2017007423,HIGHWAY 417 btwn HWY417 IC138 RAMP26 & HWY417 IC138 RAMP61,2017,11/24/2017,12:12:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.88365707,45.32156497
2017007424,HIGHWAY 417 btwn HWY417 IC138 RAMP26 & HWY417 IC138 RAMP61,2017,12/3/2017,16:05:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,-75.88368672,45.32144137
2017007425,HIGHWAY 417 btwn HWY417 IC138 RAMP26 & HWY417 IC138 RAMP61,2017,8/17/2017,12:10:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.88378626,45.32150074
2017007426,HIGHWAY 417 btwn HWY417 IC138 RAMP26 & HWY417 IC138 RAMP61,2017,8/12/2017,14:15:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,-75.88312898,45.32183561
2017007427,HIGHWAY 417 btwn HWY417 IC138 RAMP26 & HWY417 IC138 RAMP61,2017,1/3/2017,19:01:00,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.88425535,45.32126905
2017007428,HIGHWAY 417 btwn HWY417 IC138 RAMP36 & HIGHWAY 417,2017,6/28/2017,18:30:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.89168202,45.31767205
2017007429,HIGHWAY 417 btwn HWY417 IC138 RAMP51 & HWY417 IC138 RAMP35,2017,11/2/2017,23:20:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.88829765,45.31910531
2017007430,HIGHWAY 417 btwn HWY417 IC138 RAMP51 & HWY417 IC138 RAMP35,2017,2/12/2017,14:10:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.88894376,45.31876326
2017007431,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,11/26/2017,22:42:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.84829339,45.33582375
2017007432,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,8/31/2017,8:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.85365744,45.33358789
2017007433,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,9/19/2017,8:20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85373664,45.33364754
2017007434,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,12/7/2017,6:30:00,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.85026399,45.33508299
2017007435,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,8/15/2017,15:45:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.85243928,45.33411697
2017007436,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,11/23/2017,18:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.84957474,45.33531632
2017007437,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,11/27/2017,9:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85061944,45.33490587
2017007438,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,10/26/2017,8:12:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85902245,45.33159172
2017007439,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,1/7/2017,14:51:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.8524718,45.33419358
2017007440,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,5/12/2017,8:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85452156,45.33327874
2017007441,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,2/1/2017,18:40:00,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.87455963,45.3251962
2017007442,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,4/18/2017,8:45:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.8520615,45.33430639
2017007443,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,4/18/2017,8:15:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85094692,45.33473856
2017007444,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,3/24/2017,18:11:00,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,-75.84923132,45.33545077
2017007445,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,1/30/2017,16:47:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,-75.84743733,45.33622062
2017007446,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,7/4/2017,22:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.85160023,45.3344702
2017007447,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,3/2/2017,6:05:00,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end,-75.8505256,45.33490606
2017007448,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,5/1/2017,16:20:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.86719806,45.32812502
2017007449,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,3/15/2017,7:00:00,05 - Drifting Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.85160031,45.33451761
2017007450,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,2/10/2017,22:40:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.85218564,45.33431271
2017007451,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,6/23/2017,6:35:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.87520663,45.324913
2017007452,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,3/3/2017,17:10:00,01 - Clear,01 - Dry,10 - No control,07 - Overpass or bridge,01 - Daylight,03 - P.D. only,03 - Rear end,-75.86223423,45.33005411
2017007453,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,7/6/2017,7:50:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.8517335,45.33451723
2017007454,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,2/8/2017,5:00:00,04 - Freezing Rain,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.85259885,45.33413563
2017007455,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,4/28/2017,14:15:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,99 - Other,-75.85015294,45.33512263
2017007456,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,2/25/2017,1:12:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.84926723,45.33550993
2017007457,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,3/23/2017,8:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.86868306,45.3275896
2017007458,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,5/20/2017,13:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85324544,45.33378848
2017007459,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,2017,6/1/2017,15:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.85226782,45.33428535
2017007460,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,2017,12/4/2017,14:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.89599093,45.31458517
2017007461,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,2017,12/4/2017,14:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.89510753,45.31515191
2017007462,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,2017,9/28/2017,7:40:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.89387458,45.31594829
2017007463,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,2017,9/21/2017,7:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.89429095,45.31560096
2017007464,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,2017,2/13/2017,12:20:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.89521125,45.31521612
2017007465,HIGHWAY 417 btwn HWY417 IC139 RAMP61 & HWY417 IC138 RAMP36,2017,3/24/2017,20:35:00,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.89672809,45.31469782
2017007466,HIGHWAY 417 btwn HWY417 IC140 RAMP16 & HWY417 IC140 RAMP61,2017,6/13/2017,10:05:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.90960973,45.30700624
2017007467,HIGHWAY 417 btwn HWY417 IC140 RAMP25 & HWY417 IC139 RAMP15,2017,10/30/2017,6:00:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.9017472,45.31121489
2017007468,HIGHWAY 417 btwn HWY417 IC140 RAMP25 & HWY417 IC139 RAMP15,2017,7/29/2017,15:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.90151652,45.31130628
2017007469,HIGHWAY 417 btwn HWY417 IC140 RAMP25 & HWY417 IC139 RAMP15,2017,4/30/2017,11:20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.90227866,45.31082132
2017007470,HIGHWAY 417 btwn HWY417 IC140 RAMP35 & HWY417 IC140 RAMP25,2017,12/12/2017,18:20:00,03 - Snow,99 - Other,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,04 - Sideswipe,-75.9066322,45.30828212
2017007471,HIGHWAY 417 btwn HWY417 IC140 RAMP36 & HWY417 IC140 RAMP16,2017,10/10/2017,19:15:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.91636585,45.30383467
2017007472,HIGHWAY 417 btwn HWY417 IC140 RAMP36 & HWY417 IC140 RAMP16,2017,6/23/2017,21:25:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.91451059,45.30462593
2017007473,HIGHWAY 417 btwn HWY417 IC140 RAMP36 & HWY417 IC140 RAMP16,2017,3/6/2017,18:30:00,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.91736559,45.30349513
2017007474,HIGHWAY 417 btwn HWY417 IC140 RAMP36 & HWY417 IC140 RAMP16,2017,2/15/2017,9:45:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.91613157,45.30394878
2017007475,HIGHWAY 417 btwn HWY417 IC140 RAMP51 & HWY417 IC140 RAMP35,2017,3/6/2017,21:59:00,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.91385909,45.30438308
2017007476,HIGHWAY 417 btwn HWY417 IC140 RAMP51 & HWY417 IC140 RAMP35,2017,3/24/2017,22:25:00,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.91357529,45.3044695
2017007477,HIGHWAY 417 btwn HWY417 IC140 RAMP51 & HWY417 IC140 RAMP35,2017,3/15/2017,7:20:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.91360178,45.30443887
2017007478,HIGHWAY 417 btwn HWY417 IC140 RAMP61 & HWY417 IC139 RAMP61,2017,11/10/2017,10:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,-75.90193187,45.31151099
2017007479,HIGHWAY 417 btwn HWY417 IC140 RAMP61 & HWY417 IC139 RAMP61,2017,7/7/2017,14:05:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.90176162,45.31167429
2017007480,HIGHWAY 417 btwn HWY417 IC140 RAMP61 & HWY417 IC139 RAMP61,2017,6/15/2017,5:36:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,99 - Other,-75.90418817,45.31027336
2017007481,HIGHWAY 417 btwn HWY417 IC142 RAMP16 & HWY417 IC142 RAMP61,2017,3/31/2017,1:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.93609672,45.29472238
2017007482,HIGHWAY 417 btwn HWY417 IC142 RAMP16 & HWY417 IC142 RAMP61,2017,6/11/2017,4:10:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.93540385,45.29513216
2017007483,HIGHWAY 417 btwn HWY417 IC142 RAMP35 & HWY417 IC142 RAMP25,2017,11/1/2017,14:35:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.93709409,45.29357381
2017007484,HIGHWAY 417 btwn HWY417 IC142 RAMP35 & HWY417 IC142 RAMP25,2017,3/24/2017,9:03:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.93654081,45.29395432
